4289900,1,150416,278,101,18637,1,CO019090,1,RTV4289900
4611528,1,150720,161,101,10770,2,CO019090,1,RTV4611528
4611840,1,150720,824,802,10770,2,CO019090,1,RTV4611840
4614499,1,150720,155,101,10770,2,CO019090,1,RTV4614499
4614856,1,150720,120,101,10770,2,CO019090,1,RTV4614856
4615004,1,150720,849,809,10770,2,CO019090,1,RTV4615004
4615169,1,150720,830,804,10770,2,CO019090,1,RTV4615169
4615186,1,150720,104,104,10770,2,CO019090,1,RTV4615186
4615413,1,150720,121,101,10770,2,CO019090,1,RTV4615413
4615771,1,150720,112,101,10770,2,CO019090,1,RTV4615771
4615902,1,150720,112,101,10770,2,CO019090,1,RTV4615902
4607087,1,150721,827,803,10770,2,CO019090,1,RTV4607087
4607403,1,150721,167,101,10770,2,CO019090,1,RTV4607403
4608425,1,150721,845,809,10770,2,CO019090,1,RTV4608425
4609083,1,150721,109,101,10770,2,CO019090,1,RTV4609083
4610717,1,150721,128,101,10770,2,CO019090,1,RTV4610717
4611075,1,150721,290,101,10770,2,CO019090,1,RTV4611075
4612790,1,150721,156,101,10770,2,CO019090,1,RTV4612790
4613219,1,150721,852,809,10770,2,CO019090,1,RTV4613219
4613620,1,150721,262,101,10770,2,CO019090,1,RTV4613620
4613960,1,150721,234,101,10770,2,CO019090,1,RTV4613960
4615823,1,150721,110,101,10770,2,CO019090,1,RTV4615823
4616336,1,150721,826,802,10770,2,CO019090,1,RTV4616336
4616403,1,150721,171,101,10770,2,CO019090,1,RTV4616403
4616683,1,150721,253,101,10770,2,CO019090,1,RTV4616683
4617576,1,150721,311,101,10770,2,CO019090,1,RTV4617576
4611107,1,150721,290,101,10770,3,CO019090,1,RTV4611107
4615940,1,150721,244,101,10770,3,CO019090,1,RTV4615940
4616344,1,150721,288,101,10770,3,CO019090,1,RTV4616344
4616764,1,150721,129,101,10770,3,CO019090,1,RTV4616764
4616916,1,150721,105,105,10770,3,CO019090,1,RTV4616916
4617092,1,150721,135,101,10770,3,CO019090,1,RTV4617092
4617141,1,150721,149,101,10770,3,CO019090,1,RTV4617141
4617148,1,150721,149,101,10770,3,CO019090,1,RTV4617148
4617449,1,150721,221,101,10770,3,CO019090,1,RTV4617449
4617508,1,150721,140,101,10770,3,CO019090,1,RTV4617508
4617595,1,150721,117,101,10770,3,CO019090,1,RTV4617595
4617663,1,150721,304,101,10770,3,CO019090,1,RTV4617663
4617977,1,150721,122,101,10770,3,CO019090,1,RTV4617977
4619119,1,150721,230,101,10770,3,CO019090,1,RTV4619119
4619213,1,150721,298,101,10770,3,CO019090,1,RTV4619213
4619232,1,150721,174,101,10770,3,CO019090,1,RTV4619232
4619383,1,150721,107,101,10770,3,CO019090,1,RTV4619383
4619453,1,150721,298,101,10770,3,CO019090,1,RTV4619453
