4704994,1,150816,240,101,14165,1,CO020131,1,RTV4704994
4708676,1,150816,822,801,14165,1,CO020131,1,RTV4708676
4709393,1,150816,246,101,14165,1,CO020131,1,RTV4709393
4708183,1,150817,278,101,14165,1,CO020131,1,RTV4708183
4712966,1,150817,254,101,14165,1,CO020131,1,RTV4712966
4715025,1,150817,174,101,14165,1,CO020131,1,RTV4715025
4715046,1,150817,259,101,14165,1,CO020131,1,RTV4715046
4715192,1,150817,109,101,14165,1,CO020131,1,RTV4715192
4706486,1,150818,221,101,14165,1,CO020131,1,RTV4706486
4709665,1,150818,147,101,14165,1,CO020131,1,RTV4709665
